ID_Details,Requested_IP,Consumption,Day,sload,dload,smean,dmean,ackdata,label
10104,195.105.070.11,0.547,4,401.934662,2308.063232,252,44,0.081977,0
10104,195.105.070.11,0.553,5,382.985992,0,45,0,0.149086,0
10104,195.105.070.11,0.557,6,5057.083984,0,45,0,0.195631,0
10104,195.105.070.11,0.55,7,401.934662,0,45,0,0.201225,0
10104,195.105.070.11,0.548,1,351.22937,0,45,0,0.07878,0
10104,195.105.070.11,0.542,2,351.22937,0,45,0,0.088211,0
10104,195.105.070.11,0.543,3,351.22937,6014.492676,75,140,0.134507,0
10104,195.105.070.11,0.549,4,6607.267578,0,45,0,0.089992,0
10104,195.105.070.11,0.554,5,284.532166,0,45,0,0.07314,0
10104,195.105.070.11,0.559,6,279.124512,0,45,0,0.05374,0
10104,195.105.070.11,0.552,7,279.124512,0,45,0,0.085441,0
10104,195.105.070.11,0.545,1,303.841064,3076.981201,53,45,0.151457,0
10104,195.105.070.11,0.548,2,284.532166,0,45,0,0.078327,0
10104,195.105.070.11,0.547,3,7357.556641,0,45,0,0.11497,0
10104,195.105.070.11,0.547,4,3674.669678,0,45,0,0.056117,0
10104,195.105.070.11,0.55,5,279.124512,0,45,0,0.085166,0
10104,195.105.070.11,0.556,6,284.532166,0,45,0,0.066402,0
10104,195.105.070.11,0.558,7,303.841064,1006.994507,252,44,0.137738,0
10105,196.132.07.06,0.601,1,303.841064,2368.290283,53,44,0.062453,0
10105,196.132.07.06,0.619,2,2720.282471,0,45,0,0.061256,0
10105,196.132.07.06,0.605,3,246.817657,0,45,0,0.117419,0
10105,196.132.07.06,0.615,4,242.163666,0,45,0,0.134091,0
10105,196.132.07.06,0.617,5,246.817657,0,45,0,0.051011,0
10105,196.132.07.06,0.602,6,242.163666,3402.007568,75,114,0.005944,0
10105,196.132.07.06,0.604,7,242.163666,0,45,0,0.020578,0
10105,196.132.07.06,0.605,1,246.817657,0,45,0,0.029133,0
10105,196.132.07.06,0.617,2,5790.71582,0,45,0,0,0
10105,196.132.07.06,0.609,3,4473.336914,0,45,0,0.059909,0
10105,196.132.07.06,0.614,4,214.533401,0,45,0,0.018662,0
10105,196.132.07.06,0.618,5,2946.280518,0,45,0,0.039459,0
10105,196.132.07.06,0.609,6,214.533401,2696.71582,53,45,0.044058,0
10105,196.132.07.06,0.608,7,10276.62402,2083.217041,53,45,0,0
10105,196.132.07.06,0.608,1,5904.992188,0,45,0,0.11909,0
10105,196.132.07.06,0.613,2,206.575012,4469.939941,81,123,0.076579,0
10105,196.132.07.06,0.611,3,206.575012,0,45,0,0.120763,0
10105,196.132.07.06,0.61,4,167.899979,1406.513672,252,44,0.038638,0
10105,196.132.07.06,0.622,5,167.899979,2749.934082,53,45,0.041498,0
10105,196.132.07.06,0.611,6,3319.101074,0,45,0,0.113809,0
10105,196.132.07.06,0.609,7,156.213165,0,45,0,0.114396,0
10101,192.181.050.21,0.01,1,156.213165,0,45,0,0.05509,1
10101,192.182.06.28,0,2,5363.163574,0,45,0,0.049109,1
10101,192.181.050.21,3,3,109.165855,2139.129639,53,44,0.05198,1
10101,192.182.04.17,6,4,20712.5,0,45,0,0.059913,1
10101,192.181.050.21,0,5,107.141655,0,45,0,0.050586,1
10101,192.02.146.45,0.1,6,109.165855,2497.606201,53,45,0.082619,1
10101,195.34.96.139,0.9,7,107.141655,0,45,0,0.054287,1
10101,192.181.050.21,5.54,1,3811.24707,2834.823486,252,44,0.056122,1
10101,192.182.04.17,0.16,2,111.54493,0,45,0,0.050474,1
10101,215.184.86.07,9.534,3,111.54493,0,45,0,0.052018,1
10101,192.182.06.28,0.007,4,62.526024,0,45,0,0.048173,1
10101,192.181.050.21,4.125,5,62.543964,5927.451172,81,127,0.045857,1
10101,192.057.34.211,3.532,6,62.543964,0,45,0,0.047447,1
10101,192.182.04.17,0.006,7,4427.028809,0,45,0,0.071494,1
10101,192.182.04.17,0.56,1,56.31802,0,45,0,0.044875,1
10101,192.002.78.101,1.53,2,62.526024,0,45,0,0.045756,1
10101,192.182.06.28,2.269,3,64.719048,0,45,0,0.063198,1
10101,192.181.050.21,0.512,4,56.31802,2061.651611,53,45,0.023243,1
10101,197.75.90.56,7.65,5,22184.65039,0,45,0,0.064084,1
10101,192.182.06.28,0.11,6,64.719048,0,45,0,0.048182,1
10101,192.182.04.17,0.101,7,5308.340332,0,45,0,0.090558,1
10102,194.152.75.05,8.67,1,3952.532471,0,45,0,0.107666,1
10102,194.168.97.08,0.055,2,10418.93066,2193.978516,252,45,0.104772,1
10102,194.152.75.05,0.294,3,4343.924316,0,45,0,0,1
10102,194.168.97.08,2.379,4,3262.440918,2472.075195,53,45,0.071896,1
10102,198.48.186.66,0.87,5,13738.25195,5094.484863,73,148,0.101534,1
10102,194.152.75.05,0.566,6,5660.692383,1425.990601,252,44,0.113888,1
10102,198.158.79.30,0.5,7,3964.161865,2022.950073,53,45,0.057763,1
10102,198.082.154.88,0.982,1,3964.161865,2102.612549,53,44,0.100319,1
10102,194.168.97.08,5.72,2,5849.419922,1880.290649,252,44,0.061697,1
10102,197.080.80.08,0,3,3964.161865,8056.1875,82,151,0.083621,1
10102,194.152.75.05,0.1,4,12492.97559,6648.006836,82,138,0.065139,1
10102,199.040.65.199,0.25,5,2653.463623,6648.006836,82,138,0.040786,1
10102,194.152.75.05,1.545,6,2954.842773,3769.896484,53,44,0.081746,1
10102,194.168.97.08,0.531,7,4861.673828,6648.006836,82,138,0.071475,1
10102,194.152.75.05,0.636,1,28363.95313,1709.855469,252,44,0.082397,1
10102,211.010.00.09,1.065,2,4262.058105,1710.132446,53,44,0.121251,1
10102,194.152.75.05,8.53,3,4262.058105,1904.36853,53,44,0.096724,1
10102,190.034.124.09,0.004,4,18799.13867,7494.253418,82,162,0.085441,1
10102,194.168.97.08,0.021,5,4442.448242,2805.088623,252,45,0.13225,1
10102,194.152.75.05,0.561,6,7989.291992,5992.605469,81,114,0.134507,1
10102,194.168.97.08,0.104,7,27842.27148,5992.605469,81,114,0.07601,1
10103,193.112.54.01,3.544,1,5196.981934,2572.950439,252,44,0.044494,1
10103,193.101.77.61,4.635,2,4542.948242,2863.116455,53,44,0.068161,1
10103,191.086.67.54,0.202,3,25933.61719,12105.99609,80,156,0.073809,1
10103,193.101.77.61,0.13,4,17111.53125,2753.496094,252,45,0.103577,1
10103,210.198.070.00,0.035,5,5049.047363,7478.40625,79,114,0.135262,1
10103,193.101.77.61,6.457,6,26007.54102,2115.63501,53,45,0.096283,1
10103,193.112.54.01,5.577,7,3813.764648,2564.737549,252,45,0.074761,1
10103,193.112.54.01,0.94,1,3560.417725,2341.975586,252,44,0.081977,1
10103,193.101.77.61,0.456,2,5615.230957,3254.063721,53,44,0.149086,1
10103,222.020.00.22,0.255,3,6561.720215,3559.531006,252,44,0.195631,1
10103,198.010.00.11,0.134,4,28602.68164,5050.661133,82,140,0.201225,1
10103,193.101.77.61,6.456,5,9194.105469,2294.656006,53,44,0.07878,1
10103,193.112.54.01,2.144,6,406.816711,2614.993164,53,45,0.088211,1
10103,193.101.77.61,1.34,7,437.388794,9819.701172,80,119,0.134507,1
10103,193.101.77.61,0.994,1,448.232208,2828.697998,252,45,0.089992,1
10103,191.090.87.08,0.214,2,437.388794,4281.662598,53,45,0.07314,1
10103,193.112.54.01,0.56,3,481.036896,0,45,0,0.05374,1
10103,193.112.54.01,0.0001,4,417.17157,0,45,0,0.085441,1
10103,232.070.87.16,0.122,5,481.036896,0,45,0,0.151457,1
10103,193.112.54.01,3.646,6,417.17157,0,45,0,0.078327,1
10103,193.101.77.61,1.126,7,3376.510986,0,45,0,0.11497,1
10104,195.105.070.11,1.61,1,406.816711,0,45,0,0.056117,1
10104,199.190.196.00,0.123,2,448.232208,0,45,0,0.085166,1
10104,195.105.070.11,0.01,3,59999996,0,45,0,0.066402,1
10104,195.105.070.11,0.256,4,231.721649,2176.129639,53,44,0.137738,1
10104,199.045.89.40,0,5,180363632,0,45,0,0.062453,1
10104,195.105.070.11,6.561,6,881000000,0,45,0,0.061256,1
10104,195.105.070.11,1.561,7,854400000,0,45,0,0.117419,1
10104,201.034.98.09,0.765,1,600000000,0,45,0,0.134091,1
10104,195.105.070.11,0.354,2,850400000,0,45,0,0.051011,1
10104,195.105.070.11,0.661,3,1045333312,0,45,0,0.005944,1
10104,245.099.30.40,0.065,4,1306666624,3580.477051,252,45,0.020578,1
10104,195.105.070.11,0.175,5,197714288,0,45,0,0.029133,1
10104,195.105.070.11,5.153,6,1454000000,0,45,0,0,1
10104,197.189.09.90,6.514,7,1178285696,0,45,0,0.059909,1
10104,195.105.070.11,0.0007,1,741818176,7382.640137,74,115,0.018662,1
10104,195.105.070.11,0.786,2,1052000000,0,45,0,0.039459,1
10104,198.098.65.98,0.996,3,418666656,0,45,0,0.044058,1
10104,195.105.070.11,3.546,4,709600000,0,45,0,0,1
10104,199.242.94.83,5.678,5,3136000000,0,45,0,0.11909,1
10104,195.105.070.11,0.657,6,2054000000,0,45,0,0.076579,1
10104,195.105.070.11,0.362,7,868000000,0,45,0,0.120763,1
10105,196.132.07.06,0.0003,1,89777776,0,45,0,0.038638,1
10105,199.090.180.94,0.832,2,533600000,0,45,0,0.041498,1
10105,196.132.07.06,0.812,3,1646400000,0,45,0,0.113809,1
10105,198.048.67.05,0.798,4,381333312,0,45,0,0.114396,1
10105,196.132.07.06,4.65,5,857142848,0,45,0,0.05509,1
10105,201.098.121.70,3.21,6,601333312,0,45,0,0.049109,1
10105,196.132.07.06,0.122,7,3252000000,0,45,0,0.05198,1
10105,196.132.07.06,2.125,1,208000000,0,45,0,0.059913,1
10105,196.132.07.06,0.356,2,2660.780029,0,45,0,0.050586,1
10105,208.020.00.20,0.278,3,417142848,0,45,0,0.082619,1
10105,196.132.07.06,9.78,4,1983.072266,0,45,0,0.054287,1
10105,196.132.07.06,0.301,5,21302.3457,0,45,0,0.056122,1
10105,191.060.90.13,0.482,6,317600000,0,45,0,0.050474,1
10105,196.132.07.06,2.65,7,12368.25391,0,45,0,0.052018,1
10105,196.132.07.06,0.396,1,5976.375,0,45,0,0.048173,1
10105,197.98.146.56,1.12,2,5387.982422,0,45,0,0.045857,1
10105,196.132.07.06,6.562,3,6.133776,0,52,0,0.047447,1
10105,211.101.70.65,0.823,4,6.133775,0,45,0,0.071494,1
10105,200.000.010.101,0.956,5,6.133776,0,45,0,0.044875,1
10105,196.132.07.06,3.218,6,3876.882812,0,45,0,0.045756,1
10105,196.132.07.06,0,7,6.133775,0,45,0,0.063198,1
